student_id ,age ,GENDER,STUDY_HOURS_PER_DAY,SOCIAL_MEDIA_HOURS,netflix_hours ,PART_TIME_JOB,attendance_percentage ,SLEEP_HOURS,diet_quality ,EXERCISE_FREQUENCY,PARENTAL_EDUCATION_LEVEL,INTERNET_QUALITY,mental_health_rating ,EXTRACURRICULAR_PARTICIPATION,EXAM_SCORE,RANDOM_ID
S1588,18.151492768509502,Other,,,1.0718176603421812,No,74.55009825801615,5.512452931767055,Fair,0.33495512253634974, High School , Average ,, No ,59.00886993360881,4634
 S1589 ,18.41149770947863,,5,2.2044504328864734,-2.457180951,No,81.0208241475735,5.756322519258691,,4.2984915179408985, Bachelor ,,0.43590511946164856,No,75.78634679405205,1232
S1590,17.638237559523372,femle,,5.050880101057588,,No,98.22821553824544,,unknown,, Bachelor ,,7.539419379287833,,44.67946678246106,5983
S1591,22.92382740611187, femle ,,8.75618536553616,5.665572888875421,,80.4199369768475,8.79895941499661,unknown,3.2125130040292165,High School,Good,1.478532483584933,No,64.53616639204041,1474
S1592,21.87914551843078, F ,ten,0.12556392927829751,4.708550115428497,Yes,80.78998447277617,2.404586658879742,Fair,7.514594292388592, Master ,Average,0.2981840581783568,,54.321100030882036,7094
S1593,20.6056205155866, female ,0.8,3.510368270333597,-3.756121301,Yes,87.5936689208152,5.896296759583491, Poor ,0.7082748824028116,Bachelor,Good,, No ,27.575885054772456,9529
S1594,, mle ,4.3,2.050250655405777,5.242062113240229, Yes ,98.4822778513467,3.929659456974166,Good,1.314472014355079,,Average,3.497624683501469,No,89.46191958971166,6803
S1595,17.976622757054802, male ,5.6,3.463347905791544,-3.583213033,No,79.44366802638355,9.465042825577987,Fair,7.55370519678025,Bachelor,Average,6.790715063022676,No,97.1785670059049,9727
 S1596 ,24.712366067633052, MALE ,3.3,-0.541446612,5.216874633893911,No,98.39954910300517,8.906425666099612,Fair,0.18534950587811672,Bachelor, Poor ,-2.566919969,No,73.00279102100271,2425
S1597,23.734197493005862, M ,4.9,1.8764431694954986,4.430615058230446,No,84.22335256495006,10.680027081595,Fair,7.615701396865534,Bachelor,Poor,4.952908606014693,No,95.43734752478836,7288
S1598,17.233206149843443,FEMALE,5.9,9.193775011204806,3.516210438059307,Yes,84.75642692220896,4.956835361649138, Poor ,4.320135841303038, Master ,,2.0973059884765513,Yes,82.53212141228977,5862
S1599,22.822129132841454, M ,5.5,3.2428842667953797,3.3350978836338934, No ,,,Fair,1.2843826954521027,High School,Poor,10.87973524038228, No ,77.88715561182029,9601
S1600,17.88261719663614,,6,-2.722020762,2.601116695840713,No,70.71939413988585,6.107519738616999,unknown,, High School , Average ,10.170510389818094,Yes,89.79353318155603,6812
 S1601 ,26.365760450343334,Other,10.132852220514037,,3.1117668478367912,No,82.44958127567028,4.6, Fair ,-0.90816022,High School, Good ,-2.50633166,Yes,79.81413024271865,9066
 S1602 ,16.873066856230796, femle ,3.6,2.419581672562023,0.9135689044480022, No ,70.8349664925422,3.551139178296294, Poor ,,,Average,9.86537720476171,Yes,72.7479051368337,8755
S1603,15.290012566716104, F ,1.1,-0.280830195,1.6892789889643645,No,97.08919077980985,,Fair,3.7166680557798752,,Average,5.638376917141855,No,40.31286976031724,6079
S1604,19.58691853156117,Other,3.1,4.13636497272914,6.252579845325223, No ,97.69876669404084,4.433880781933691,Poor,4.258633251139131,Master,Good,8.60698004371933,Yes,69.01326982908695,9801
S1605,15.445967219406779, M ,2.2,2.0250983952123085,-0.065100916,No,99.82363900095369,1.2155129682350845,Good,2.6816379400409858,Bachelor,Good,4.489138502434671, No ,64.19598111769477,5736
S1606,22.397473970524466, M ,6.8,2.4393264055513364,-0.792910544,No,97.70826212754626,11.832752543202682,Good,4.688521027550129,Bachelor,Poor,3.0183482802537265,No,97.51061068596164,8132
 S1607 ,17.578600291317144, F ,3.2,3.629594638372346,,No,82.03536569949675,8.293514121820708,Poor,0.17374905764092885, Bachelor ,,5.315392448103506, Yes ,55.032146639389175,1693
,19.241233566004254, female ,3.7,5.603641328482951,6.582935812141719,No,79.16679103009565,4.384543956330645,Fair,-0.330331539, Bachelor , Good ,5.713851202616397,Yes,61.72997309866831,1018
S1609,,,4.3,,-8.271513256,No,67.02785932061327,-4.638768392, Poor ,5.171096878452728,High School, Poor ,, No ,72.69766805677261,5981
S1610,22.09346479595948, female ,3.6,7.253841517863836,-0.715340515,No,98.58038104831373,3.076616615367719, Fair ,3.8985389512121116,Master,Good,3.1333540688985484,No,69.33331096761972,1079
S1611,20.670258530656415,mle,6,-1.347579463,-2.845326815, No ,,-2.745708287,unknown,8.784937320657443,High School,Poor,4.368667547052956,No,95.04351003990243,7235
S1612,16.40699814860639,MALE,ten,0.19559451579983733,0.8873844872810865,No,79.26607800071807,9.800210364654482,Fair,-3.568722225,Master,Good,7.16279634069471,No,,3276
S1613,19.536734703645767,femle,3.8,2.3574810332033134,-1.700853679,No,94.69915138507544,9.631064294793376,Fair,1.859099827685775, Bachelor ,Average,12.600315342909195, No ,83.51913596217435,9939
,21.7776783913811, F ,2.4,-0.692228311,4.167930796888022, No ,81.768068413605,,Good,4.254728144039347,High School,Good,8.195815655378118,No,53.30836236777293,3549
S1615,19.665641014436122, F ,1.5,3.9236699675115316,1.4236550979200988,No,87.31887433829554,9.197524258248155,unknown,4.3700379732359025,,Average,1.86805027478445,,43.616332444154246,9901
S1616,17.727294031952688, mle ,2.6,3.854374026605523,-0.333873117,No,88.90213838964978,5.2415372118627275,Fair,6.241104386573909,Bachelor,Good,,No,79.4175186914006,7103
S1617,23.976544035171898,  F  ,,3.1469230003443287,2.088581397291338,,92.29564063613803,7.803604054322306, Fair ,12.794658900227981,,Poor,3.1757721041127027, No ,73.1261477065348,7234
S1618,19.460987020076054,,5.808444544648926,,3.9121947949686584,No,85.06896364458349,2.9, Good ,-0.037199828,,Average,,Yes,62.86843276135686,1494
S1619,17.454207669770792,,2.5,3.4064582513503243,,No,68.64042372977774,8.41171256691496,Good,-1.430728225,High School,Good,-1.06865347, No ,42.69092949752422,3890
S1620,14.54471579292684,FEMALE,1.4,2.485553249703798,5.267699502416907, No ,90.44642328552086,,Fair,2.8874171704044267,,Average,,,199.27074307536296,9881
S1621,24.007422656763133,  F  ,3.4,6.52782115563387,, No ,95.47715148110716,10.150264752111145,Good,-4.043827039,Master, Good ,2.582233236187953,No,75.94115253480223,9609
S1622,, femle ,,8.56356511055857,-0.441342424,,83.6174924656952,-0.486394174,,-1.536150914,Bachelor, Average ,2.291340755062355, Yes ,35.81310340430302,3573
S1623,15.963994037535041,female,4.6,2.4067824327709735,2.216792292549134,No,90.22736250479358,5.540146186854945,Good,2.6016028449811976,Master,Good,6.144147379519464,No,89.21590687097056,4003
 S1624 ,23.14039243303015, female ,3.6,5.049538702997671,4.274550280739383,No,73.50026960245852,,Good,-0.810863192,Bachelor,Average,13.739971312867901, Yes ,89.34127338376842,5506
,18.338038651477195, female ,,1.6262495651963427,3.6863180241715776,No,86.21333551765687,5.342952101669119,Poor,6.756395477192504,High School,Good,,Yes,47.62364725299786,6337
 S1626 ,21.45353216945697,,3,0.5485884396550298,6.5996206471787,No,77.62844378608091,4.598225385423737, Good ,3.2267621832552953,Bachelor,Good,4.849969523082885,Yes,74.08102910985686,4651
S1627,23.81776059694929,MALE,2.4,,-0.208452691,No,96.0647294576015,1.2731280869744594, Fair ,3.7090282771352774, Bachelor , Average ,6.9188388642949175,No,78.16761563309262,1814
S1628,26.977038236863113,MALE,4,2.533726597574982,-1.404794626,No,84.80815612753163,8.97008005768339,unknown,3.6853215938232307,Master, Good ,5.533004481307119, Yes ,73.3576506531827,9880
 S1629 ,24.349799420835932, mle ,5.5,8.398029173723277,6.989361029469771,Yes,87.79112860892008,,Fair,0.01075701319143807,,Good,1.449525387851843, No ,82.89810917493482,9950
S1630,17.728811679860932,female,0.7,-1.353458086,7.181268059768991, No ,92.24181589036135,9.222356361831265,Good,-0.036551331, Master ,Average,9.610145848249116,Yes,54.185026590350354,9706
S1631,17.252554078455905,female,3.7,-0.649045466,-0.549845602, No ,,3.149141569590679,Fair,0.010494109874674251, Master ,Good,5.922999262151098,No,82.01335825642168,8697
S1632,25.4581175105191,  M  ,3.3,2.679976750539051,4.501815342153962, No ,85.85710018906924,7.139773870701731, Poor ,3.986472901088018,Bachelor,,9.62408867682154, Yes ,,4300
S1633,15.842724124221172, MALE ,ten,9.098916199711308,3.753845970026785,No,73.89761864023129,7.717549096168331,Good,-2.825302133,,Good,-2.493632299,Yes,84.27726912840149,2858
S1634,15.574482593212926,,3.8,1.897535657283664,2.6148436478200647,No,85.68662660815319,9.849392928926365,Poor,2.5296403409784416, High School ,Average,8.098626219772653,,78.50099745206354,2741
S1635,16.862394679878705,MALE,ten,8.0094894469465,3.1799135013332704,No,79.40163294380882,4.683821978930244,unknown,-3.475145731,Master,,5.95518783354685,No,46.21280219930613,1121
,17.194790392315273, femle ,ten,4.7846870374178145,6.445868164591721,,75.39061963730072,10.795005252677507, Fair ,2.113736024588401, Bachelor ,,-1.449800117,Yes,55.48346145774543,5720
 S1637 ,15.676180213810003,female,2.3,1.3739615703154264,1.6203239180919462, No ,83.01228266930475,9.198908017337336,unknown,3.0638992769413167,,Good,4.288804939762705,Yes,69.76054881803373,1178
S1638,19.21921521393201,  F  ,ten,-1.545630908,2.9097742784352114,Yes,74.30233064799931,5.547818915800589,Fair,,, Good ,11.926801464400144,Yes,103.43919896203624,2592
,25.69599451564859, F ,ten,0.6180530672803157,-2.616840657,,62.96307769361688,8.43916437689803,Poor,3.7366865731869057,, Good ,5.535477294210758,No,55.265540846610946,5014
S1640,20.155345448143287,female,6.4,4.651400194643291,-0.551613465, Yes ,,8.733631865303574,,-4.783975666, High School , Average ,8.70478819634724,,98.25505169186867,1927
 S1641 ,18.898589386138767, mle ,,4.041651086416623,-0.988062281,,85.88275659631765,-1.138991564,Good,2.0909171903760972,Bachelor, Poor ,10.168098779113048,No,74.26035294066683,9381
 S1642 ,24.93913849647646,FEMALE,2.4,7.379505135053476,-2.879367922,No,71.99354376489214,7.55902398055596, Fair ,5.654544668927491,, Good ,-2.054071871, Yes ,50.66042471532434,9929
 S1643 ,11.305313644671,FEMALE,1.2,5.897414983912386,0.668717753872426,No,85.0149524895921,3.413263108546735,Fair,4.676500808590227,High School,Good,3.9612747104011072,No,,2204
 S1644 ,20.651354456050353,male,0.8,0.02939738943188397,4.013272660284174,No,,8.451080065122392,Fair,4.440542587094859,Bachelor, Average ,0.7949501233914118, Yes ,33.34875517643283,3013
 S1645 ,20.69762306005363, female ,1.1,-4.221614473,,Yes,96.89547423672404,6.996566433007763,Good,6.23138893840767,,Average,4.386980469909523,Yes,48.42713648237434,9277
 S1646 ,23.136949551218226,female,3.9,5.655110945063894,2.5713145244287805,No,101.28700507707676,1.531597463306066,Poor,2.679883100959874,,Average,1.8295956535584055, No ,72.89939966845415,3571
 S1647 ,19.007658383204156,female,4.3,2.962067675997086,,,93.02432313914308,8.848194368194184,,3.871443237962013,,Average,5.94602807527179,No,79.93598976165245,8141
S1648,23.793442535113318,femle,,4.023951896132703,0.6627010593166553,No,91.41770233114678,1.1,Good,0.4809091568560402,High School,,5.562605679600948,Yes,54.722514906368716,2523
S1649,26.67932621867934,FEMALE,4.8,0.8002055440397575,4.488415629593426,No,,0.6210768451195348,Fair,5.12783141978464, Bachelor , Average ,5.402676558654819,No,442.02062366868273,8275
S1650,, FEMALE ,2.8,-0.313385123,3.7932780582091876,No,81.45066267062016,8.65575811599224,,0.8267846647747855,Bachelor, Good ,3.018767096633492,No,,4049
 S1651 ,25.72692852402948, FEMALE ,3.7,5.547288144521011,1.1220868763337026, Yes ,59.12854598772428,, Good ,-0.232497629,Master,Average,6.242244676540512, No ,74.57625981961233,6898
 S1652 ,,female,5.9,,3.250751611215405,,97.86403015742252,10.38299793424405,unknown,8.703375834598795, Bachelor ,Average,12.738768514904624,No,496.5941097701595,1519
S1653,16.487596920116424, female ,4.8,0.8139313020814298,-2.798281809,No,95.58212661931042,11.32352975046803, Fair ,4.975572160014023,High School,Good,7.982012110312913,No,82.88954069462554,7759
 S1654 ,21.545892306278887,  F  ,,2.066630018855429,0.3495981993680487,No,79.50440699164895,8.33603434100268,,,Master, Good ,9.794927041658797,,71.00677308985533,5627
 S1655 ,26.752756917938147,female,2.2,,, No ,82.9796558186373,3.0114533374974193,,0.5092818435946019,Bachelor,Average,7.150547753276539,No,59.285998594541645,6854
 S1656 ,21.756832215670247,male,0.3,3.8710231428118846,, Yes ,74.29018338338632,7.885064047232496,Good,6.843830280988592,,Good,5.752202723835674,No,33.443272569797415,9967
 S1657 ,18.18092097577036, F ,2.4,0.3327451289999326,0.7484360158365123, No ,90.79285300188205,2.993237999171117,Fair,0.14526158033666514, Bachelor ,Average,8.280145855138382,,67.83568092457496,3750
 S1658 ,13.89621246651497, female ,3.2,7.59947073347266,5.6157407459318485,Yes,93.51290143347967,5.082626458742192,Good,2.243491777393456, Master ,Good,10.633209240026513,No,75.08544839599946,1927
S1659,13.195404079968894, MALE ,2,,1.2775227829640827,No,67.6888945750328,4.3541903772608626,unknown,1.2757492101378696, Bachelor , Average ,11.054339602836038,Yes,69.46055632614336,6306
 S1660 ,,FEMALE,ten,6.160948631267496,5.319736404852489,No,88.01156874629041,9.925314277136353,Good,2.9967667809609804, High School , Good ,12.248596716740561, Yes ,80.96908842964977,6845
S1661,22.63984674993725, mle ,3.6,4.12194249397434,4.898791103169443,No,83.40011227476211,8.148164686836816, Good ,0.46116224792524196, Bachelor ,Poor,5.830308149741067, No ,67.66815035369535,4050
 S1662 ,20.208357353500737, M ,ten,3.815833947541053,3.676004391798475,No,88.16009059345811,6.136998736783015, Fair ,1.8259427897985416,,Average,7.130933370848457, Yes ,76.75794963163662,1188
S1663,24.546045390931127,femle,2.5,7.691746070648034,2.242480115262742,,94.81966443122147,5.2566463075557825,Fair,5.298375537763958, High School ,Good,1.8814972959893579, No ,72.20460638507495,2679
S1664,16.60656800444936, M ,3.8,2.8299283626750937,-0.119996549, No ,81.65562864449444,3.272228702022858,Fair,2.8595796456500064, High School , Good ,5.233062982007937, No ,67.82431085644177,1639
 S1665 ,,female,ten,5.361932126569371,2.2308524334413002,No,87.50915501766451,-0.655125599,Good,5.475687560890947,High School,Average,,No,76.34064058922306,5685
S1666,,,ten,5.469539149219137,-2.665878595,Yes,84.37251027016991,10.738574120942681,,7.53677850488299,,Average,,Yes,50.925594151515305,3423
S1667,16.663526941420976, female ,5.6,1.7169755786879226,3.984731908849782,No,98.16370448771126,9.08959309395553,Fair,,,,, Yes ,97.50728697057477,4833
S1668,26.449806801475617, M ,3.4,2.758227280825597,4.731961176012165,No,,-6.351482175,Good,4.089575961614903, Bachelor ,Good,14.58701618793239,No,77.05904314589489,4532
S1669,20.695020182872252,,3.5,2.1561145841268208,2.4238308774436357, No ,85.0140876163655,6.437726397794446,Good,-4.693017629,Bachelor, Good ,4.9899362798798705,No,66.20036776572654,3584
S1670,19.217499846601715,  F  ,4.6,-0.683675324,1.4522819441203785, No ,75.6838490196287,-0.164064259, Good ,,Master, Good ,6.422316979362315,Yes,90.9304320777999,8736
S1671,20.0021742228036,Other,ten,2.969056831305661,-2.130890639,No,78.7583130783867,,Good,2.0339314488334033, High School , Average ,1.2355991932543302, Yes ,69.73531085425107,1027
 S1672 ,21.607755262766535, F ,,6.523075669601178,0.9193027684677357,No,95.15263564461549,9.136139256981204,Fair,0.5358233622571587, Bachelor ,Good,-0.991540842,No,70.34549606702883,9079
S1673,15.018135762187722, male ,ten,1.3248248536982339,1.242386265710874,No,84.08775775748512,10.306854072625875,Poor,, Master ,Average,0.3808652520787419,Yes,86.25127649547153,1084
S1674,21.592739018240568,femle,2.6,3.166495474273745,2.2641725477271075, No ,,7.7437996307638,Poor,,High School,Poor,5.512958748015993,No,64.98485684102724,9476
S1675,22.22883647913876,femle,4,3.806800060990416,-0.185254332,No,91.94330771878496,7.369524948684034,Fair,-2.591388777,Bachelor, Good ,7.028009827948164,,81.21483120613169,7823
,18.703006116635926,,,7.509251006061297,-1.967857145,No,96.05912386691169,3.6799790800272345, Good ,6.917266709359505, Bachelor , Good ,,No,36.22078775180369,9121
S1677,20.526324555066743,,,-0.075009727,-0.049421895,No,,11.887821846409757,,3.6745002348858553,,Good,4.392526444719447,,74.34277280696493,5025
S1678,18.041792173861037, female ,,7.27175331487798,2.1981410121577234, Yes ,83.30623588481811,14.02932214073904,Good,1.3235773071922383, Master , Good ,,Yes,52.24179215500808,1789
 S1679 ,22.639525215765154, F ,10.396631820494644,-0.946722941,5.707559485515502,No,58.608233018655746,3.2, Good ,3.651782020887025,Bachelor,Good,12.955845076537628,,62.86966534273898,5324
S1680,28.52886742307666, Other ,3.3,,2.62022380249301,,84.06210713188442,9.847585833036852,Poor,11.933533893046834,,Good,4.793552220094539,No,71.35277167656459,4307
S1681,19.68487615440126, mle ,0.7,0.8447693347649925,1.062044056938992,No,77.71542322966508,8.557917483001226,Poor,7.899767589947922,,Average,0.7751136585670673,No,55.347332489416175,5942
 S1682 ,23.451578154930523,FEMALE,,6.397642529484618,1.7224062624682153, No ,84.37410174938124,5.427721950125731,Poor,2.483251011453131,, Average ,8.095566052491751,No,52.71244133439807,1877
,19.16268147800601,female,3.6,1.6725048205928603,0.6793347139643469,Yes,81.36892017289762,6.86819988897794,,-0.101859267,High School,Good,6.776437301739782, No ,80.41988565951688,7029
S1684,20.029183910756636,MALE,3.7,0.8418742081925239,1.7360780003998906,No,,3.4764091951527254, Fair ,1.111116345462046,Bachelor,Good,0.7646514756442944,Yes,301.02681344684925,2258
 S1685 ,20.11769599202169,female,2,1.9984769406666185,1.8756041483700334,No,65.01125396079097,9.177212168904965,unknown,-2.685213679,Bachelor,Average,4.758479026792305,,53.35418963637873,1386
S1686,25.508940085997253,female,ten,5.798594187180203,8.259242976707695, Yes ,76.8298243259413,6.497966266695153,Fair,1.5904469733520257,High School, Average ,3.1357778361368673,No,69.94533120139313,6854
,, M ,2.2,-1.532271676,2.9679024313682634,,94.74658670267976,5.829828300555824, Poor ,0.6656922061811166,Master,Average,18.141585699667246,No,71.68763411477333,3072
 S1688 ,23.110069404070053, M ,5,-5.047080195,2.6819774821580373,No,102.42577318600014,5.4255359487647885,Good,2.0864867479305573,High School,Poor,2.354632333793645, No ,96.38541807284616,4513
S1689,16.295328075831907,female,4.1,3.7984650105421647,-2.436623623,No,88.66398530803392,-0.224917343, Fair ,7.595258706103727,, Good ,5.801024567922717,No,73.49498488533092,5401
S1690,23.726209202143444, mle ,2.5,,-0.43644283,,90.59884804934738,8.205569752914808,Fair,1.7998739913474022,High School,Average,13.414927078012584,No,,3640
S1691,20.608673904138197, femle ,ten,3.166318956694474,7.141047450840716,No,,5.445271448604346, Fair ,,Bachelor,Good,8.06612738905268, No ,100.32519489458687,8738
S1692,22.766619873571845, mle ,4.527216722425889,3.52863796727775,-1.190996057,No,77.24976165641785,1.7, Good ,0.11819967786743568,High School,Average,9.58348698045965,,39.37061780286344,3424
S1693,, F ,ten,,1.6889254979246804,No,85.67198227963605,1.452308626893549,Fair,2.2419102466598826,High School,Average,-0.300300676,No,90.82156429568988,2453
 S1694 ,15.46386284609826,male,5,4.348402205743477,-0.588627187,No,72.77230385979338,4.668162319258154, Fair ,, High School ,Poor,8.90585433169402,No,92.6699745960141,7280
S1695,,female,2.5,-2.911194291,3.518905582987061,No,94.14814418245008,9.522112941588489, Good ,6.960095795718382, Bachelor , Good ,8.567148530999763,No,66.06308547666302,7759
,25.082213982114602,Other,5.6,0.25212634461535055,-0.403544611,No,83.98320986036127,6.673347423942792,unknown,, Master ,Good,1.8691490581525994,No,499.6241385179028,1154
,16.551615421191407,Other,3.1,4.774303829395786,4.506282974300037, No ,87.3426829180134,5.928286712492914,unknown,3.903244001411847,High School,Good,7.742081279369442, No ,62.51431660961086,4052
,16.118900534492862, female ,3.9,3.850298956992306,-1.796064417, No ,79.65746237776541,5.872310559019772, Fair ,4.119163688675953,High School,Poor,9.254162830848873,,74.08563883448572,5974
S1699,16.535235417429693,  M  ,,4.963817082271031,2.5149220397280314,,,5.573028345090334,Fair,0.766163882501742, Bachelor ,,9.264994549396155, No ,,5373
S1700,16.193854406843744, female ,3.3,-2.89257757,3.2042066777340112,No,101.36636031834949,5.747029294515768, Poor ,,Bachelor,Poor,5.827203252634989, Yes ,71.84255339039304,6221
S1701,22.071581695326895,MALE,9.035307763787092,5.08658860790147,1.3234428782196501, No ,75.87072348760319,4.7,Good,2.9189608570823333,High School,Average,12.579390771160284,Yes,96.92955940731419,9026
,17.74007813665084,,,-1.247912437,5.7432104321439414,No,83.8859234069082,6.228861262557477,Fair,, Master , Good ,3.1880361319228885,No,82.66384895384537,6162
,23.788055347181444,,,5.017377715510671,0.8988668324385438,Yes,89.93392907635337,5.095456992755645, Poor ,5.871567344795621,,Good,5.447295613583125,No,32.82043623147595,6971
 S1704 ,, femle ,ten,1.483927342964016,6.193569279503036,No,91.21395706079046,5.888119974754882,Fair,9.785217270971891,High School, Good ,-1.0576559,Yes,70.1481392815149,6258
S1705,23.776302644774958,femle,1,2.559580489369524,-0.114170355, No ,79.78016503076937,12.293661855312635,,1.1335355802542406, Bachelor ,Average,, Yes ,55.79701057414864,2264
 S1706 ,21.32875155426814,FEMALE,5,-5.298989713,0.5392689644287119,No,60.90035460407451,5.00423694922666, Poor ,3.0445033874033127,Master,,6.046762159339298, No ,87.10621659032326,6922
S1707,,  M  ,5.2,-3.267554167,7.796842771500808, No ,100.49415857587442,-2.117407778, Good ,,Bachelor,Average,,No,451.9331874037085,8109
S1708,19.85324278264979,mle,ten,,-0.168338609,No,87.54186701066712,4.231405904971854,Good,6.889676869562743,,Poor,4.867925934815477, No ,60.38883889938696,7427
S1709,25.418577028053335, Other ,2.9,-2.394060545,0.7148696070586538,No,,,Poor,,, Good ,6.668108751557512, Yes ,56.806890264054346,6438
,24.208755251582193, M ,,1.0281509654599585,,,,8.199779535851816, Fair ,5.694370088682335,High School,Good,-2.881633862, No ,59.37012182063673,1624
S1711,9.73767347022652, M ,3.2,1.6667555214433478,1.1782239943386352,,102.53019674315472,0.23826945338661876, Good ,3.9152265883578354,High School,Average,8.572650194413248,No,69.26064463469825,4507
S1712,20.31396936445622,  M  ,ten,-3.226635858,2.0276180235038734,Yes,97.27202982393705,14.315591400669451,Fair,8.653759522383664,Bachelor,Average,11.665953861648514,No,104.34261792387913,4468
S1713,22.502453578887064, FEMALE ,4.7,-3.523126903,,Yes,92.32400532359661,10.878325915979733, Fair ,4.10791303795271,,Good,8.834032925369979,No,85.74357831137205,9645
 S1714 ,25.650619033048898, F ,8.667263721981076,0.33014749518671493,-2.080712777,No,83.46765911047564,5.5,Fair,-0.425879427,Bachelor,Good,-0.31532118,,81.5579168512055,3240
S1715,23.733863953962313,,5.6,-1.232158164,2.0083356245737547,No,88.48098712380379,10.958032053671502, Good ,2.3166719526329684, Master , Good ,12.131052730348296,No,87.85172986501235,8413
S1716,14.393877289211687, M ,2.7,-0.02637983,7.654845337397217,No,82.01072943867756,,Good,-0.104520708,High School,Average,6.218335523962291,Yes,310.8350233356631,9896
S1717,19.69356918758065,FEMALE,3.2,0.5888019603119867,-2.395806168,,97.98690570263548,7.838432073711511,Good,-3.727624574,Master,Average,6.063132015122084,,330.94241319397224,7118
S1718,24.87986841117513,female,1,5.4425222951371826,-0.008589241, No ,73.8289785065089,8.328679421818268,Poor,0.8908597726874277,Bachelor,Good,7.19400981249891, No ,51.938254762572214,7726
 S1719 ,16.327571939791614, M ,2.3,7.137032483620741,1.6002793190002387,,,10.696945474995502, Fair ,1.9260508142001438, High School ,,11.811958408710332,No,67.85010187185823,3394
S1720,19.773573889589397, F ,4.9,-0.875296441,4.795692146025662, Yes ,98.79116522347421,5.591453023932044,,3.550029697980902, Bachelor ,Average,2.8772509718198744,No,90.32065325052217,8913
S1721,15.218816195933112,mle,,0.3331788767682863,-0.555101765,Yes,85.37149993234928,12.587764973127788,Poor,,High School,Good,4.905633586938313,No,102.1650324729021,6566
S1722,,MALE,1.6,5.342424431236077,0.4033982304327943,No,99.53902479409909,1.918492620026476, Good ,8.793927905231936,Bachelor,Good,3.4171340549932645, No ,59.348079196755954,6045
 S1723 ,14.709746340326072, femle ,2.6,0.39391375664224526,, No ,78.2300822797508,5.80515049121707,Good,0.41532950647707434,,Average,6.379587162975006,No,,5385
 S1724 ,19.757682674319774, MALE ,3.5,-1.071188223,1.2923876297334098,No,83.92458833961362,,Poor,0.530504095179368,High School, Average ,8.561431713717546,,76.15883111489181,4050
S1725,19.08693045911553, FEMALE ,ten,7.491531251459952,2.8925494829411043, No ,79.3848407484364,2.5543224689791995,Good,3.6805690636996236,Bachelor, Average ,,No,,3563
 S1726 ,15.982592221110263,MALE,ten,0.9195667405228973,-1.016797316, Yes ,82.7013730632052,8.752997380395048,Fair,,Bachelor,Poor,5.832548869773332,Yes,78.23112167380151,3939
 S1727 ,22.386262690627216,  M  ,,5.614632894033696,0.6712774184325708,,,7.539718507486417,unknown,,High School,,9.497648566394977,No,54.81186060768186,1171
 S1728 ,21.74967696688515,Other,2.8,5.182024894234571,3.9124252882975052,No,,5.035437252419079, Fair ,4.684206208033764,,Average,1.0559210615344121,Yes,,9919
S1729,21.849689931658077, male ,3.5,-1.627314048,3.165762300446235, No ,68.99980727097311,2.7540042920962744,Fair,6.141652871142857,High School, Good ,9.015089908633726, No ,,7012
S1730,23.604776035156164,femle,4.3,,7.382888333431788, Yes ,,6.737262179246551,,-2.709487094,Bachelor,Good,-1.524553912,No,54.84620760125388,2416
 S1731 ,16.311857975366117,mle,3.5,1.9466540738392069,5.508413714198149, No ,90.42195382642414,-0.061835267, Good ,3.2315047752209543,, Poor ,5.86182514917573, No ,63.34339997397908,1833
S1732,13.651606149774853, M ,7.827358393990324,5.433566038694447,4.280280938902204,No,72.96633914519296,2.8, Poor ,1.6939432200729523, Master ,,12.71938575500123, No ,57.58000311707302,5940
S1733,23.957195747682707, M ,3.3,,2.0957160192061672,No,,1.5467256093881243,Fair,-1.028105613,Bachelor,Good,6.521719267002546,No,74.94216869490539,5851
 S1734 ,24.345944789094183, femle ,3.4,-0.654036862,2.700387825810888, No ,106.28256795484468,7.660100294074727,,5.173252513481004, Bachelor ,,2.0247059221827666, No ,70.92465863169983,4494
 S1735 ,22.123953685687923,male,,8.010198123802398,9.379251392419173, Yes ,87.59130229281556,7.498366945325438,Fair,-1.958166032,High School,Good,6.847377669241091,No,47.37841581657547,9663
S1736,18.708435784432968, femle ,3.1,,1.8895341897767568,No,82.14609335947112,1.6014481188150178,Fair,-3.717685281,Bachelor, Average ,3.5275154468674135,No,75.65121994584445,3160
 S1737 ,21.784103595703222, M ,,8.096986644596218,3.082273951752379, Yes ,99.81929891897097,6.800311393517938, Fair ,-5.775857682,High School,Average,4.110180839449557,,70.3067640348924,9330
S1738,15.732749987005342,Other,4.3,6.003491429498749,6.439427426171509, No ,,7.1924633330527685, Fair ,4.423434540406287,High School, Good ,5.931345655631539,Yes,75.772408304808,9688
S1739,18.391750157499352, male ,3.1,1.988688866298339,9.244695405180817, No ,81.10926966760498,8.184810242380427,Poor,5.779301604387505,Bachelor, Good ,11.083666694632567,Yes,71.9089052083057,3740
S1740,25.622507024963067, femle ,ten,2.3105263921400123,4.997456974395066,,83.9291016414065,9.745787525994224, Poor ,-1.375651114,,Average,-0.920808639,Yes,,1763
 S1741 ,24.836973361172642, FEMALE ,6.347373903414852,,3.218405197807929,No,100.99550232291206,3, Poor ,-3.133516433,Bachelor, Good ,2.946184522074853,,45.50556206736149,6979
